Time,X,Y,Z,qW,qX,qY,qZ
1510937283.168,1.066,-1.577,0.249,0.719,0.011,-0.008,-0.695,
1510937283.178,1.073,-1.577,0.249,0.720,0.009,-0.010,-0.694,
1510937283.186,1.079,-1.579,0.249,0.720,0.007,-0.007,-0.694,
1510937283.194,1.085,-1.577,0.249,0.718,0.013,-0.009,-0.696,
1510937283.202,1.092,-1.579,0.249,0.719,0.008,-0.006,-0.695,
1510937283.210,1.097,-1.577,0.249,0.719,0.014,-0.008,-0.695,
1510937283.218,1.105,-1.579,0.249,0.719,0.009,-0.005,-0.695,
1510937283.227,1.112,-1.579,0.249,0.719,0.008,-0.008,-0.695,
1510937283.235,1.119,-1.577,0.249,0.718,0.011,-0.012,-0.696,
1510937283.243,1.125,-1.578,0.249,0.718,0.010,-0.010,-0.695,
1510937283.252,1.131,-1.578,0.249,0.718,0.013,-0.009,-0.696,
1510937283.260,1.137,-1.579,0.248,0.717,0.011,-0.006,-0.697,
1510937283.268,1.143,-1.578,0.248,0.718,0.015,-0.008,-0.696,
1510937283.277,1.149,-1.579,0.248,0.717,0.012,-0.006,-0.697,
1510937283.285,1.156,-1.579,0.248,0.717,0.013,-0.007,-0.697,
1510937283.293,1.162,-1.579,0.248,0.716,0.013,-0.005,-0.698,
1510937283.301,1.169,-1.579,0.248,0.715,0.013,-0.008,-0.699,
1510937283.311,1.175,-1.580,0.248,0.716,0.013,-0.005,-0.698,
1510937283.319,1.180,-1.575,0.248,0.718,0.027,-0.011,-0.695,
1510937283.327,1.188,-1.580,0.248,0.715,0.014,-0.005,-0.699,
1510937283.335,1.194,-1.580,0.248,0.714,0.015,-0.004,-0.700,
1510937283.344,1.200,-1.579,0.248,0.715,0.017,-0.005,-0.699,
1510937283.352,1.207,-1.580,0.248,0.714,0.015,-0.005,-0.700,
1510937283.360,1.214,-1.579,0.248,0.715,0.016,-0.007,-0.699,
1510937283.369,1.220,-1.580,0.248,0.714,0.014,-0.005,-0.700,
1510937283.377,1.228,-1.581,0.248,0.714,0.011,-0.006,-0.700,
1510937283.385,1.233,-1.580,0.248,0.714,0.016,-0.005,-0.700,
1510937283.394,1.241,-1.580,0.248,0.713,0.014,-0.007,-0.701,
1510937283.402,1.246,-1.580,0.248,0.714,0.017,-0.008,-0.700,
1510937283.410,1.253,-1.580,0.248,0.714,0.018,-0.006,-0.700,
1510937283.418,1.259,-1.579,0.248,0.713,0.017,-0.008,-0.701,
1510937283.428,1.266,-1.579,0.248,0.714,0.018,-0.008,-0.700,
1510937283.436,1.270,-1.580,0.247,0.712,0.020,-0.003,-0.702,
1510937283.444,1.279,-1.576,0.248,0.716,0.025,-0.014,-0.698,
1510937283.452,1.285,-1.580,0.248,0.713,0.016,-0.008,-0.701,
1510937283.460,1.292,-1.580,0.247,0.712,0.018,-0.008,-0.702,
1510937283.468,1.298,-1.580,0.248,0.713,0.019,-0.006,-0.701,
1510937283.477,1.304,-1.580,0.247,0.713,0.018,-0.008,-0.701,
1510937283.485,1.311,-1.579,0.248,0.713,0.021,-0.010,-0.701,
1510937283.493,1.317,-1.580,0.248,0.714,0.020,-0.008,-0.700,
1510937283.501,1.324,-1.580,0.248,0.715,0.018,-0.011,-0.698,
1510937283.510,1.330,-1.581,0.247,0.714,0.017,-0.009,-0.700,
1510937283.518,1.336,-1.581,0.247,0.714,0.017,-0.010,-0.700,
1510937283.527,1.342,-1.582,0.247,0.716,0.016,-0.007,-0.698,
1510937283.535,1.349,-1.584,0.248,0.718,0.012,-0.003,-0.696,
1510937283.544,1.355,-1.584,0.248,0.724,0.013,-0.005,-0.690,
1510937283.551,1.360,-1.584,0.247,0.729,0.015,-0.005,-0.684,
1510937283.561,1.368,-1.587,0.248,0.733,0.005,-0.002,-0.680,
1510937283.569,1.374,-1.587,0.248,0.739,0.007,-0.002,-0.674,
1510937283.577,1.380,-1.588,0.248,0.744,0.005,-0.001,-0.668,
1510937283.585,1.386,-1.589,0.248,0.751,0.002,0.001,-0.660,
1510937283.593,1.388,-1.590,0.248,0.754,0.007,0.010,-0.657,
1510937283.601,1.397,-1.590,0.248,0.761,0.001,0.003,-0.649,
1510937283.610,1.403,-1.589,0.248,0.769,-0.001,0.003,-0.639,
1510937283.619,1.408,-1.590,0.248,0.773,-0.002,0.006,-0.634,
1510937283.627,1.414,-1.588,0.248,0.780,0.000,0.003,-0.626,
1510937283.635,1.419,-1.587,0.248,0.787,-0.001,0.002,-0.617,
1510937283.643,1.426,-1.587,0.248,0.792,-0.006,0.003,-0.611,
1510937283.651,1.429,-1.585,0.248,0.798,0.002,0.005,-0.603,
1510937283.660,1.434,-1.584,0.247,0.803,0.002,0.004,-0.595,
1510937283.669,1.442,-1.583,0.248,0.809,-0.002,0.001,-0.588,
1510937283.676,1.445,-1.580,0.247,0.813,0.004,0.001,-0.583,
1510937283.686,1.450,-1.577,0.247,0.817,0.005,-0.001,-0.577,
1510937283.694,1.457,-1.578,0.248,0.821,-0.002,0.001,-0.571,
1510937283.702,1.463,-1.579,0.249,0.825,-0.009,0.006,-0.564,
1510937283.710,1.469,-1.577,0.249,0.831,-0.009,0.003,-0.557,
1510937283.719,1.473,-1.578,0.249,0.834,-0.009,0.010,-0.552,
1510937283.727,1.480,-1.573,0.248,0.841,-0.010,-0.002,-0.541,
1510937283.735,1.482,-1.570,0.247,0.846,-0.003,-0.000,-0.533,
1510937283.743,1.491,-1.573,0.249,0.850,-0.019,0.006,-0.526,
1510937283.752,1.493,-1.569,0.247,0.855,-0.011,0.004,-0.519,
1510937283.760,1.499,-1.566,0.247,0.859,-0.011,-0.001,-0.511,
1510937283.768,1.502,-1.567,0.247,0.863,-0.012,0.009,-0.505,
1510937283.776,1.505,-1.562,0.247,0.866,-0.003,0.006,-0.499,
1510937283.786,1.511,-1.559,0.248,0.872,-0.007,-0.000,-0.489,
1510937283.794,1.515,-1.557,0.247,0.875,-0.006,0.000,-0.484,
1510937283.801,1.520,-1.557,0.247,0.878,-0.010,0.007,-0.478,
1510937283.811,1.525,-1.552,0.247,0.884,-0.007,-0.003,-0.468,
1510937283.819,1.528,-1.548,0.247,0.887,-0.003,-0.002,-0.462,
1510937283.827,1.531,-1.547,0.247,0.891,-0.002,0.002,-0.454,
1510937283.835,1.536,-1.544,0.247,0.893,-0.004,-0.001,-0.449,
1510937283.844,1.539,-1.542,0.247,0.897,-0.003,0.002,-0.441,
1510937283.852,1.544,-1.540,0.248,0.902,-0.006,0.002,-0.433,
1510937283.860,1.546,-1.534,0.247,0.905,0.004,-0.004,-0.425,
1510937283.868,1.556,-1.533,0.249,0.909,-0.012,-0.008,-0.416,
1510937283.877,1.555,-1.531,0.248,0.912,-0.001,0.003,-0.409,
1510937283.885,1.559,-1.527,0.247,0.915,-0.000,-0.002,-0.404,
1510937283.893,1.563,-1.526,0.247,0.917,-0.004,0.002,-0.398,
1510937283.901,1.568,-1.522,0.247,0.921,-0.005,0.000,-0.390,
1510937283.910,1.570,-1.520,0.247,0.923,-0.002,0.002,-0.385,
1510937283.919,1.574,-1.519,0.247,0.926,-0.006,0.006,-0.377,
1510937283.928,1.579,-1.515,0.247,0.929,-0.008,0.005,-0.370,
1510937283.936,1.584,-1.511,0.247,0.932,-0.009,0.001,-0.363,
1510937283.944,1.586,-1.510,0.247,0.934,-0.009,0.007,-0.357,
1510937283.952,1.589,-1.505,0.247,0.937,-0.005,0.002,-0.351,
1510937283.960,1.596,-1.502,0.248,0.940,-0.016,-0.002,-0.340,
1510937283.968,1.595,-1.496,0.247,0.942,-0.002,-0.002,-0.336,
1510937283.977,1.601,-1.495,0.248,0.945,-0.013,-0.001,-0.326,
1510937283.985,1.600,-1.491,0.247,0.947,0.000,0.001,-0.321,
1510937283.993,1.603,-1.490,0.247,0.949,-0.004,0.008,-0.314,
1510937284.001,1.608,-1.485,0.247,0.951,-0.006,0.003,-0.308,
1510937284.010,1.609,-1.482,0.247,0.953,-0.003,0.005,-0.304,
1510937284.018,1.614,-1.479,0.247,0.956,-0.009,0.006,-0.294,
1510937284.027,1.615,-1.474,0.247,0.958,-0.003,0.003,-0.288,
1510937284.035,1.617,-1.471,0.247,0.960,-0.001,0.005,-0.279,
1510937284.043,1.621,-1.468,0.247,0.962,-0.004,0.005,-0.273,
1510937284.052,1.623,-1.465,0.247,0.963,-0.003,0.008,-0.269,
1510937284.061,1.626,-1.460,0.247,0.966,-0.003,0.004,-0.260,
1510937284.069,1.631,-1.458,0.247,0.968,-0.010,0.006,-0.249,
1510937284.077,1.632,-1.455,0.247,0.971,-0.008,0.008,-0.240,
1510937284.085,1.633,-1.452,0.247,0.971,-0.004,0.012,-0.237,
1510937284.094,1.637,-1.448,0.247,0.973,-0.006,0.009,-0.230,
1510937284.101,1.640,-1.444,0.247,0.974,-0.009,0.008,-0.225,
1510937284.110,1.640,-1.439,0.246,0.976,-0.003,0.006,-0.218,
1510937284.118,1.643,-1.437,0.247,0.977,-0.005,0.013,-0.211,
1510937284.127,1.647,-1.432,0.247,0.980,-0.012,0.006,-0.201,
1510937284.135,1.647,-1.427,0.246,0.980,-0.004,0.005,-0.197,
1510937284.143,1.651,-1.422,0.247,0.982,-0.008,0.003,-0.191,
1510937284.151,1.653,-1.418,0.247,0.983,-0.010,0.001,-0.181,
1510937284.160,1.655,-1.415,0.247,0.985,-0.012,0.003,-0.174,
1510937284.169,1.657,-1.411,0.247,0.986,-0.010,0.002,-0.167,
1510937284.176,1.659,-1.406,0.247,0.987,-0.010,0.001,-0.161,
1510937284.186,1.660,-1.402,0.247,0.988,-0.008,0.000,-0.155,
1510937284.194,1.662,-1.398,0.247,0.989,-0.010,0.002,-0.147,
1510937284.202,1.664,-1.395,0.247,0.990,-0.011,0.003,-0.142,
1510937284.210,1.666,-1.390,0.247,0.991,-0.009,0.001,-0.134,
1510937284.218,1.668,-1.387,0.247,0.992,-0.012,0.003,-0.128,
1510937284.227,1.669,-1.382,0.247,0.992,-0.011,0.003,-0.123,
1510937284.236,1.672,-1.379,0.247,0.993,-0.014,0.003,-0.117,
1510937284.243,1.670,-1.374,0.247,0.994,-0.008,0.003,-0.110,
1510937284.252,1.674,-1.371,0.247,0.995,-0.014,0.004,-0.100,
1510937284.260,1.674,-1.368,0.247,0.995,-0.011,0.007,-0.095,
1510937284.268,1.673,-1.361,0.247,0.996,-0.006,-0.000,-0.089,
1510937284.277,1.673,-1.357,0.247,0.997,-0.003,0.001,-0.082,
1510937284.285,1.675,-1.354,0.247,0.997,-0.006,0.005,-0.077,
1510937284.293,1.678,-1.351,0.248,0.998,-0.009,0.006,-0.068,
1510937284.302,1.677,-1.346,0.247,0.998,-0.005,0.004,-0.057,
1510937284.311,1.679,-1.341,0.246,0.999,-0.008,-0.001,-0.048,
1510937284.319,1.681,-1.340,0.247,0.999,-0.011,0.007,-0.039,
1510937284.327,1.680,-1.334,0.247,0.999,-0.008,0.004,-0.035,
1510937284.335,1.684,-1.331,0.247,0.999,-0.016,0.006,-0.031,
1510937284.343,1.681,-1.323,0.247,1.000,-0.008,-0.002,-0.023,
1510937284.352,1.682,-1.320,0.247,1.000,-0.007,0.001,-0.016,
1510937284.360,1.682,-1.316,0.247,1.000,-0.007,0.001,-0.009,
1510937284.368,1.682,-1.312,0.246,1.000,-0.005,0.002,-0.002,
1510937284.376,1.681,-1.311,0.247,1.000,-0.003,0.009,0.001,
1510937284.385,1.682,-1.304,0.246,1.000,-0.005,0.003,0.010,
1510937284.393,1.685,-1.302,0.247,1.000,-0.009,0.008,0.017,
1510937284.401,1.681,-1.298,0.247,1.000,0.002,0.007,0.023,
1510937284.410,1.685,-1.293,0.247,0.999,-0.010,0.006,0.031,
1510937284.418,1.687,-1.287,0.247,0.999,-0.013,0.000,0.040,
1510937284.428,1.684,-1.285,0.247,0.999,-0.007,0.006,0.046,
1510937284.436,1.682,-1.280,0.246,0.999,-0.002,0.005,0.051,
1510937284.444,1.684,-1.275,0.247,0.998,-0.006,0.003,0.062,
1510937284.452,1.684,-1.271,0.247,0.998,-0.008,0.003,0.066,
1510937284.460,1.682,-1.268,0.247,0.997,-0.004,0.005,0.072,
1510937284.468,1.684,-1.263,0.247,0.997,-0.009,0.004,0.076,
1510937284.477,1.681,-1.260,0.246,0.997,-0.004,0.007,0.083,
1510937284.485,1.683,-1.256,0.247,0.996,-0.009,0.008,0.092,
1510937284.494,1.682,-1.250,0.247,0.995,-0.007,0.003,0.096,
1510937284.501,1.681,-1.245,0.246,0.995,-0.007,0.003,0.104,
1510937284.511,1.681,-1.241,0.247,0.994,-0.008,0.002,0.110,
1510937284.518,1.680,-1.237,0.246,0.993,-0.006,0.004,0.117,
1510937284.527,1.677,-1.233,0.247,0.992,-0.002,0.002,0.124,
1510937284.536,1.679,-1.229,0.246,0.991,-0.007,0.005,0.133,
1510937284.543,1.679,-1.224,0.246,0.990,-0.010,0.001,0.141,
1510937284.552,1.677,-1.223,0.246,0.989,-0.005,0.009,0.145,
1510937284.561,1.676,-1.219,0.247,0.989,-0.005,0.008,0.150,
1510937284.568,1.675,-1.213,0.246,0.987,-0.005,0.004,0.158,
1510937284.577,1.674,-1.209,0.246,0.986,-0.005,0.004,0.165,
1510937284.585,1.674,-1.206,0.246,0.985,-0.007,0.007,0.170,
1510937284.593,1.670,-1.204,0.246,0.984,-0.000,0.010,0.176,
1510937284.602,1.671,-1.197,0.247,0.983,-0.006,0.004,0.185,
1510937284.610,1.670,-1.191,0.247,0.982,-0.009,-0.000,0.191,
1510937284.619,1.667,-1.190,0.247,0.981,0.000,0.006,0.196,
1510937284.626,1.667,-1.184,0.247,0.979,-0.006,0.001,0.204,
1510937284.635,1.668,-1.181,0.247,0.978,-0.011,0.005,0.210,
1510937284.643,1.663,-1.177,0.246,0.976,-0.002,0.004,0.216,
1510937284.651,1.663,-1.172,0.246,0.974,-0.008,0.002,0.225,
1510937284.660,1.659,-1.169,0.246,0.973,-0.000,0.001,0.230,
1510937284.668,1.659,-1.166,0.246,0.971,-0.003,0.004,0.239,
1510937284.677,1.657,-1.162,0.246,0.970,-0.002,0.004,0.245,
1510937284.686,1.657,-1.158,0.246,0.967,-0.006,0.004,0.254,
1510937284.694,1.655,-1.154,0.246,0.966,-0.005,0.003,0.257,
1510937284.702,1.653,-1.150,0.246,0.964,-0.006,0.002,0.264,
1510937284.710,1.651,-1.147,0.246,0.963,-0.006,0.006,0.268,
1510937284.718,1.650,-1.143,0.246,0.960,-0.008,0.005,0.278,
1510937284.727,1.648,-1.138,0.246,0.959,-0.009,0.002,0.282,
1510937284.735,1.646,-1.134,0.246,0.957,-0.010,0.000,0.290,
1510937284.743,1.645,-1.131,0.246,0.954,-0.012,0.003,0.299,
1510937284.752,1.641,-1.127,0.246,0.953,-0.008,0.001,0.302,
1510937284.760,1.639,-1.126,0.245,0.951,-0.006,0.007,0.309,
1510937284.768,1.637,-1.125,0.245,0.949,-0.003,0.014,0.315,
1510937284.776,1.632,-1.120,0.246,0.946,0.004,0.007,0.323,
1510937284.785,1.632,-1.117,0.246,0.944,-0.001,0.010,0.330,
1510937284.793,1.632,-1.112,0.246,0.940,-0.011,0.009,0.342,
1510937284.801,1.629,-1.110,0.246,0.939,-0.006,0.012,0.345,
1510937284.811,1.627,-1.104,0.246,0.937,-0.010,0.007,0.348,
1510937284.819,1.622,-1.102,0.246,0.936,-0.004,0.007,0.352,
1510937284.827,1.621,-1.098,0.246,0.932,-0.006,0.008,0.362,
1510937284.835,1.619,-1.094,0.246,0.929,-0.007,0.006,0.369,
1510937284.843,1.616,-1.092,0.246,0.926,-0.005,0.008,0.377,
1510937284.851,1.611,-1.088,0.246,0.923,-0.001,0.004,0.384,
1510937284.860,1.611,-1.083,0.246,0.922,-0.011,0.003,0.387,
1510937284.868,1.606,-1.081,0.246,0.919,-0.002,0.002,0.394,
1510937284.877,1.603,-1.080,0.246,0.918,-0.000,0.006,0.397,
1510937284.885,1.603,-1.073,0.246,0.913,-0.013,0.001,0.408,
1510937284.894,1.600,-1.072,0.246,0.910,-0.009,0.006,0.415,
1510937284.901,1.597,-1.067,0.246,0.907,-0.011,0.002,0.422,
1510937284.910,1.595,-1.066,0.246,0.905,-0.010,0.006,0.426,
1510937284.918,1.592,-1.061,0.246,0.901,-0.011,0.004,0.433,
1510937284.928,1.589,-1.058,0.246,0.898,-0.013,0.002,0.441,
1510937284.936,1.586,-1.055,0.246,0.895,-0.012,0.003,0.446,
1510937284.944,1.583,-1.053,0.246,0.892,-0.011,0.003,0.451,
1510937284.952,1.579,-1.050,0.246,0.890,-0.011,0.004,0.457,
1510937284.960,1.575,-1.047,0.246,0.888,-0.009,0.001,0.461,
1510937284.968,1.573,-1.046,0.246,0.885,-0.009,0.007,0.465,
1510937284.976,1.568,-1.043,0.246,0.882,-0.007,0.002,0.471,
1510937284.985,1.566,-1.041,0.246,0.879,-0.008,0.006,0.477,
1510937284.994,1.562,-1.038,0.246,0.875,-0.010,0.004,0.484,
1510937285.001,1.558,-1.035,0.246,0.872,-0.006,0.001,0.489,
1510937285.010,1.556,-1.034,0.246,0.868,-0.010,0.006,0.496,
1510937285.018,1.550,-1.030,0.246,0.865,-0.005,-0.002,0.502,
1510937285.026,1.548,-1.027,0.246,0.859,-0.010,-0.000,0.511,
1510937285.035,1.545,-1.025,0.246,0.856,-0.010,0.000,0.517,
1510937285.043,1.541,-1.022,0.246,0.853,-0.008,-0.003,0.522,
1510937285.051,1.538,-1.020,0.247,0.850,-0.012,-0.001,0.526,
1510937285.061,1.532,-1.017,0.246,0.847,-0.007,-0.005,0.531,
1510937285.069,1.529,-1.017,0.246,0.843,-0.005,-0.001,0.539,
1510937285.077,1.531,-1.013,0.247,0.840,-0.020,0.005,0.542,
1510937285.085,1.524,-1.012,0.246,0.836,-0.010,0.002,0.549,
1510937285.094,1.520,-1.002,0.248,0.828,-0.020,-0.019,0.561,
1510937285.102,1.519,-1.002,0.249,0.824,-0.021,-0.012,0.566,
1510937285.110,1.511,-1.013,0.247,0.826,0.003,0.013,0.563,
1510937285.119,1.515,-1.003,0.247,0.821,-0.023,0.008,0.570,
1510937285.126,1.504,-1.009,0.247,0.819,0.004,0.012,0.574,
1510937285.135,1.505,-1.007,0.247,0.817,-0.009,0.018,0.577,
1510937285.143,1.495,-1.005,0.248,0.810,0.006,0.009,0.586,
1510937285.151,1.490,-1.001,0.248,0.805,0.004,0.001,0.593,
1510937285.160,1.485,-1.002,0.248,0.803,0.011,0.007,0.596,
1510937285.168,1.484,-1.001,0.248,0.795,0.008,0.009,0.606,
1510937285.178,1.476,-0.999,0.247,0.791,0.011,0.003,0.611,
1510937285.186,1.479,-1.002,0.247,0.795,0.003,0.023,0.606,
1510937285.194,1.475,-0.999,0.248,0.784,0.002,0.018,0.620,
1510937285.202,1.467,-0.997,0.247,0.780,0.007,0.013,0.625,
1510937285.210,1.466,-0.997,0.247,0.778,0.006,0.020,0.628,
1510937285.219,1.459,-0.986,0.247,0.767,-0.007,-0.002,0.642,
1510937285.226,1.454,-0.981,0.250,0.761,-0.011,-0.019,0.649,
1510937285.236,1.453,-0.983,0.247,0.758,-0.015,-0.002,0.652,
1510937285.244,1.448,-0.989,0.246,0.755,-0.002,0.011,0.656,
1510937285.251,1.447,-0.987,0.246,0.750,-0.009,0.014,0.661,
1510937285.260,1.442,-0.983,0.247,0.742,-0.014,0.006,0.670,
1510937285.269,1.437,-0.981,0.247,0.736,-0.013,0.001,0.677,
1510937285.276,1.435,-0.983,0.247,0.735,-0.014,0.011,0.678,
1510937285.285,1.429,-0.985,0.246,0.731,-0.005,0.015,0.683,
1510937285.293,1.424,-0.985,0.246,0.729,-0.002,0.012,0.684,
1510937285.303,1.419,-0.983,0.246,0.725,-0.004,0.010,0.688,
1510937285.311,1.415,-0.983,0.246,0.722,-0.003,0.011,0.692,
1510937285.319,1.411,-0.983,0.246,0.718,-0.001,0.012,0.696,
1510937285.327,1.408,-0.981,0.246,0.715,-0.007,0.013,0.699,
1510937285.335,1.403,-0.979,0.246,0.713,-0.010,0.008,0.701,
1510937285.344,1.398,-0.978,0.246,0.712,-0.009,0.008,0.702,
1510937285.351,1.393,-0.979,0.246,0.709,-0.005,0.010,0.705,
1510937285.360,1.389,-0.979,0.247,0.707,-0.005,0.010,0.707,
1510937285.368,1.383,-0.979,0.246,0.708,-0.005,0.010,0.706,
1510937285.377,1.380,-0.977,0.246,0.702,-0.011,0.009,0.712,
1510937285.385,1.374,-0.977,0.246,0.703,-0.008,0.009,0.711,
1510937285.393,1.372,-0.979,0.246,0.709,-0.008,0.015,0.705,
1510937285.401,1.366,-0.976,0.246,0.703,-0.012,0.010,0.711,
1510937285.410,1.360,-0.979,0.247,0.709,-0.003,0.010,0.705,
1510937285.418,1.357,-0.977,0.246,0.707,-0.010,0.013,0.707,
1510937285.428,1.352,-0.978,0.246,0.704,-0.007,0.013,0.710,
1510937285.436,1.347,-0.976,0.246,0.703,-0.010,0.011,0.711,
1510937285.444,1.342,-0.977,0.246,0.705,-0.007,0.014,0.709,
1510937285.451,1.341,-0.978,0.246,0.709,-0.013,0.019,0.705,
1510937285.460,1.338,-0.979,0.247,0.703,-0.011,0.025,0.711,
1510937285.468,1.333,-0.981,0.246,0.706,-0.010,0.029,0.708,
1510937285.477,1.328,-0.980,0.247,0.704,-0.009,0.027,0.710,
1510937285.485,1.323,-0.981,0.247,0.704,-0.009,0.028,0.710,
1510937285.493,1.311,-0.979,0.249,0.700,0.001,0.010,0.715,
1510937285.501,1.306,-0.980,0.249,0.700,0.004,0.013,0.714,
1510937285.510,1.306,-0.979,0.246,0.697,-0.009,0.023,0.717,
1510937285.518,1.297,-0.980,0.249,0.699,0.003,0.014,0.715,
1510937285.527,1.291,-0.980,0.249,0.700,0.004,0.013,0.714,
1510937285.535,1.286,-0.980,0.249,0.700,0.003,0.013,0.714,
1510937285.543,1.280,-0.979,0.249,0.700,0.004,0.011,0.714,
1510937285.551,1.277,-0.979,0.249,0.700,-0.001,0.015,0.714,
1510937285.561,1.269,-0.981,0.249,0.703,0.008,0.013,0.711,
1510937285.569,1.266,-0.979,0.249,0.701,-0.000,0.015,0.713,
1510937285.577,1.260,-0.984,0.247,0.702,0.011,0.024,0.711,
1510937285.585,1.255,-0.982,0.248,0.700,0.007,0.020,0.714,
1510937285.593,1.252,-0.979,0.248,0.701,-0.003,0.021,0.713,
1510937285.601,1.249,-0.979,0.246,0.700,-0.008,0.026,0.714,
1510937285.610,1.245,-0.982,0.247,0.705,-0.007,0.031,0.709,
1510937285.619,1.241,-0.981,0.246,0.704,-0.010,0.032,0.709,
1510937285.626,1.228,-0.980,0.249,0.703,0.003,0.014,0.711,
1510937285.635,1.233,-0.980,0.246,0.701,-0.016,0.037,0.712,
1510937285.643,1.222,-0.980,0.248,0.702,-0.005,0.025,0.712,
1510937285.651,1.212,-0.976,0.247,0.694,-0.004,0.015,0.720,
1510937285.660,1.207,-0.980,0.249,0.703,0.003,0.015,0.711,
1510937285.668,1.200,-0.977,0.249,0.696,0.002,0.013,0.718,
1510937285.678,1.195,-0.979,0.249,0.702,0.004,0.014,0.712,
1510937285.686,1.190,-0.978,0.249,0.699,0.002,0.013,0.715,
1510937285.694,1.185,-0.977,0.249,0.700,-0.002,0.013,0.714,
1510937285.702,1.182,-0.974,0.250,0.698,-0.008,0.009,0.716,
1510937285.710,1.171,-0.975,0.248,0.698,-0.002,0.007,0.716,
1510937285.718,1.168,-0.979,0.249,0.702,0.006,0.015,0.712,
1510937285.726,1.163,-0.976,0.248,0.700,-0.004,0.013,0.714,
1510937285.735,1.158,-0.973,0.248,0.697,-0.010,0.009,0.717,
1510937285.743,1.151,-0.979,0.247,0.703,0.003,0.019,0.711,
1510937285.751,1.149,-0.976,0.247,0.698,-0.008,0.020,0.716,
1510937285.760,1.142,-0.977,0.247,0.703,-0.005,0.019,0.711,
1510937285.768,1.135,-0.972,0.248,0.697,-0.010,0.007,0.717,
1510937285.777,1.129,-0.973,0.248,0.697,-0.007,0.007,0.717,
1510937285.785,1.124,-0.974,0.247,0.699,-0.007,0.014,0.715,
1510937285.793,1.118,-0.971,0.249,0.697,-0.010,0.006,0.716,
1510937285.803,1.115,-0.973,0.247,0.698,-0.011,0.017,0.716,
1510937285.811,1.109,-0.974,0.247,0.699,-0.009,0.016,0.715,
1510937285.819,1.104,-0.973,0.247,0.698,-0.012,0.016,0.716,
1510937285.827,1.098,-0.973,0.248,0.698,-0.010,0.016,0.716,
1510937285.835,1.091,-0.972,0.248,0.698,-0.010,0.013,0.716,
1510937285.843,1.087,-0.973,0.248,0.698,-0.010,0.017,0.716,
1510937285.852,1.080,-0.972,0.248,0.698,-0.010,0.014,0.716,
1510937285.860,1.077,-0.973,0.248,0.697,-0.012,0.019,0.717,
1510937285.869,1.071,-0.972,0.248,0.697,-0.013,0.018,0.717,
1510937285.877,1.067,-0.973,0.248,0.696,-0.013,0.019,0.718,
1510937285.885,1.061,-0.976,0.249,0.699,-0.007,0.023,0.715,
1510937285.893,1.057,-0.972,0.248,0.692,-0.016,0.022,0.722,
1510937285.901,1.052,-0.975,0.248,0.692,-0.011,0.028,0.721,
1510937285.910,1.043,-0.973,0.249,0.693,-0.010,0.021,0.721,
1510937285.918,1.038,-0.973,0.249,0.693,-0.010,0.020,0.721,
1510937285.928,1.028,-0.973,0.249,0.693,-0.003,0.014,0.721,
1510937285.936,1.026,-0.973,0.249,0.693,-0.009,0.019,0.721,
1510937285.943,1.017,-0.968,0.250,0.689,-0.012,0.003,0.724,
1510937285.952,1.013,-0.968,0.251,0.690,-0.015,0.002,0.724,
1510937285.960,1.007,-0.973,0.249,0.692,-0.008,0.017,0.721,
1510937285.968,1.002,-0.971,0.249,0.692,-0.012,0.013,0.721,
1510937285.976,0.995,-0.972,0.249,0.694,-0.007,0.013,0.720,
1510937285.985,0.987,-0.971,0.249,0.695,-0.007,0.009,0.719,
1510937285.994,0.980,-0.969,0.250,0.692,-0.006,-0.000,0.722,
1510937286.001,0.975,-0.969,0.250,0.692,-0.008,0.002,0.722,
1510937286.010,0.973,-0.974,0.249,0.696,-0.005,0.019,0.718,
1510937286.018,0.962,-0.971,0.250,0.697,-0.001,0.004,0.718,
1510937286.027,0.957,-0.972,0.250,0.696,-0.002,0.007,0.718,
1510937286.035,0.956,-0.974,0.249,0.698,-0.008,0.020,0.716,
1510937286.043,0.945,-0.975,0.251,0.703,0.007,0.009,0.711,
1510937286.053,0.944,-0.973,0.249,0.698,-0.007,0.019,0.716,
1510937286.061,0.939,-0.972,0.251,0.699,-0.009,0.014,0.715,
1510937286.069,0.931,-0.974,0.249,0.699,-0.002,0.018,0.715,
1510937286.077,0.922,-0.972,0.250,0.699,0.000,0.008,0.715,
1510937286.085,0.922,-0.974,0.249,0.698,-0.006,0.022,0.715,
1510937286.093,0.915,-0.974,0.249,0.698,-0.006,0.022,0.716,
1510937286.101,0.917,-0.977,0.248,0.707,-0.013,0.037,0.706,
1510937286.110,0.901,-0.971,0.249,0.698,-0.007,0.013,0.716,
1510937286.118,0.896,-0.974,0.249,0.700,-0.003,0.020,0.714,
1510937286.127,0.890,-0.974,0.249,0.700,-0.002,0.020,0.714,
1510937286.135,0.885,-0.973,0.249,0.699,-0.005,0.020,0.714,
1510937286.143,0.874,-0.970,0.250,0.699,-0.001,0.004,0.715,
1510937286.152,0.873,-0.972,0.249,0.699,-0.005,0.019,0.715,
1510937286.160,0.868,-0.972,0.249,0.698,-0.006,0.022,0.716,
1510937286.168,0.860,-0.972,0.249,0.699,-0.004,0.018,0.714,
1510937286.176,0.857,-0.972,0.250,0.701,-0.009,0.024,0.713,
1510937286.186,0.853,-0.969,0.250,0.698,-0.017,0.020,0.716,
1510937286.194,0.848,-0.971,0.250,0.698,-0.012,0.025,0.715,
